student_id,name,branch,year,admission_year,age,avg_attendance_overall,last_4_week_attendance,current_sgpa,cgpa,backlog_prev,backlog_curr,fee_status,lms_logins_30d,dropout_label
S0245,Hamsini Rao,Mechanical Engineering,1,2025,22,87.19,99.99,7.85,7.84,0,0,paid,3,0
S0246,Falguni Walla,Civil Engineering,3,2022,20,61.83,52.1,4.04,3.98,0,0,paid,4,1
S0247,Vinaya Banik,Information Technology,2,2023,21,73.08,61.66,6.74,7.07,0,0,overdue,8,0
S0248,Wahab Mani,Production and Industrial Engineering,2,2020,18,96.41,100.0,6.42,6.56,1,1,paid,14,0
S0249,Radha Chaudhari,Civil Engineering,3,2021,23,98.4,100.0,7.64,7.97,1,1,overdue,7,0
S0250,Sachi Ganesan,Mathematics and Computing,1,2024,22,77.07,78.11,8.24,8.21,1,1,paid,2,0
S0251,Ayush Batra,Computer Science Engineering,1,2024,19,56.44,41.86,6.47,6.22,0,0,paid,8,0
S0252,Chaaya Parmer,Mathematics and Computing,4,2023,19,67.05,50.86,5.8,6.14,0,0,paid,7,0
S0253,Madhav Konda,Information Technology,3,2024,21,85.39,87.27,5.78,5.8,0,0,paid,6,0
S0254,Pranit Garde,Mathematics and Computing,4,2025,18,79.39,89.57,6.56,5.92,0,0,paid,7,0
S0255,Lavanya Khosla,Chemical Engineering,1,2021,20,81.57,88.48,4.7,4.75,0,1,paid,4,1
S0256,Vincent Shenoy,Mechanical Engineering,3,2021,22,81.74,87.11,5.94,6.57,0,0,paid,16,0
S0257,Tripti Kumer,Chemical Engineering,2,2025,22,96.79,100.0,6.3,6.34,1,1,paid,9,0
S0258,Udyati Mani,Production and Industrial Engineering,3,2021,22,68.76,63.98,5.26,4.74,1,1,overdue,7,1
S0259,Ethan Sathe,Chemical Engineering,1,2020,19,90.1,100.0,7.97,7.96,0,0,paid,2,0
S0260,Panini Krishna,Mathematics and Computing,4,2022,20,94.06,100.0,7.88,7.65,1,1,paid,8,0
S0261,Rushil Rajagopalan,Mechanical Engineering,1,2023,23,92.75,100.0,4.61,4.8,0,0,paid,9,1
S0262,Hredhaan Khalsa,Biotechnology,3,2024,20,92.97,100.0,4.98,4.77,0,0,paid,4,1
S0263,Chakrika Merchant,Chemical Engineering,1,2024,17,63.02,66.44,7.01,7.02,0,0,paid,18,0
S0264,Anvi Anand,Electrical Engineering,3,2022,21,61.89,53.29,7.98,7.37,0,0,paid,10,0
S0265,Watika Mangat,Information Technology,2,2025,23,95.18,94.91,6.02,5.97,0,0,paid,6,0
S0266,Indira Kanda,Electronics and Communication Engineering,2,2025,22,80.05,83.82,10.0,9.69,0,0,paid,5,0
S0267,Zashil Devan,Mathematics and Computing,2,2021,22,89.1,94.17,6.23,6.51,0,0,paid,5,0
S0268,Balveer More,Biotechnology,4,2021,23,45.32,17.28,5.22,5.87,0,0,overdue,10,0
S0269,Bahadurjit Patla,Mathematics and Computing,3,2023,22,37.44,20.21,8.33,8.57,0,0,paid,10,0
S0270,Gautam Merchant,Biotechnology,1,2021,19,76.86,80.32,7.11,6.96,2,2,paid,1,0
S0271,Parth Iyer,Mathematics and Computing,1,2022,18,91.76,100.0,7.39,7.94,0,0,paid,16,0
S0272,Yachana Mahajan,Biotechnology,1,2023,23,72.16,83.54,4.44,4.33,0,0,paid,12,1
S0273,Aarini Subramaniam,Mathematics and Computing,4,2020,23,70.83,76.15,8.28,7.7,2,2,paid,7,0
S0274,Hamsini Contractor,Computer Science Engineering,4,2025,20,88.32,96.6,8.01,8.22,0,0,paid,5,0
S0275,Lohit Kara,Civil Engineering,4,2021,23,75.36,77.09,6.29,6.46,0,0,overdue,8,0
S0276,Jasmit Chana,Information Technology,3,2023,23,85.42,88.95,6.42,6.82,0,0,paid,7,0
S0277,Akshay Lalla,Electronics and Communication Engineering,1,2025,21,68.39,77.66,8.01,7.61,0,0,paid,12,0
S0278,Suhani Pillay,Production and Industrial Engineering,2,2023,22,55.99,40.5,5.74,5.88,0,0,overdue,12,0
S0279,Lakshmi Prabhu,Chemical Engineering,3,2023,17,88.78,94.89,7.7,7.14,1,1,paid,6,0
S0280,Urishilla Bakshi,Civil Engineering,1,2025,21,88.24,92.92,6.18,5.91,2,2,paid,5,0
S0281,Timothy Bhatnagar,Mechanical Engineering,3,2023,22,74.85,72.49,6.52,6.71,0,0,paid,4,0
S0282,Chasmum Rege,Electronics and Communication Engineering,3,2024,17,92.45,93.42,4.67,4.81,1,1,overdue,14,1
S0283,Chakradev Barad,Chemical Engineering,2,2022,19,68.62,49.2,6.76,6.81,1,1,overdue,9,0
S0284,Jack Chatterjee,Production and Industrial Engineering,4,2022,18,43.3,29.34,7.7,7.5,0,0,paid,2,0
S0285,Lipika Setty,Production and Industrial Engineering,1,2021,19,82.89,87.72,6.42,6.24,0,0,paid,12,0
S0286,Mohammed Sachdeva,Computer Science Engineering,3,2022,22,50.04,28.19,5.27,5.79,0,0,overdue,8,0
S0287,Vrishti Reddy,Biotechnology,2,2022,19,62.73,50.27,7.28,7.16,0,0,paid,9,0
S0288,Kamala Kalla,Mechanical Engineering,1,2020,20,90.82,100.0,7.06,6.95,1,1,paid,1,0
S0289,Warinder Patil,Production and Industrial Engineering,1,2025,17,95.72,100.0,8.05,8.15,0,0,overdue,7,0
S0290,Jagrati Bhat,Electronics and Communication Engineering,4,2024,20,81.93,88.12,6.95,6.88,0,0,paid,8,0
S0291,Ranveer Das,Mathematics and Computing,2,2025,23,68.47,62.52,6.69,6.94,2,2,paid,8,0
S0292,Gavin Kala,Electrical Engineering,4,2022,22,84.5,97.96,6.33,6.56,0,0,overdue,10,0
S0293,Chandresh Nath,Electrical Engineering,2,2023,18,90.83,93.33,8.33,8.34,0,0,overdue,8,0
S0294,Samesh Biswas,Electrical Engineering,3,2023,23,93.8,99.66,6.83,6.6,0,0,paid,6,0
S0295,Tarak Kaul,Biotechnology,3,2023,19,97.98,100.0,6.71,6.73,0,0,paid,0,0
S0296,Aarnav Malhotra,Electronics and Communication Engineering,2,2023,23,83.9,90.11,7.71,7.8,1,1,paid,6,0
S0297,Kalpit Zachariah,Computer Science Engineering,4,2022,19,89.36,96.19,8.49,8.26,0,0,paid,13,0
S0298,Imaran Bal,Production and Industrial Engineering,1,2020,18,46.77,38.23,7.74,7.98,0,0,overdue,0,0
S0299,Ishita Khanna,Biotechnology,2,2022,21,61.2,49.61,6.76,6.5,2,2,paid,15,0
S0300,Amol Ghosh,Biotechnology,3,2021,19,79.23,95.18,7.89,7.89,0,0,paid,8,0
S0301,Jonathan Sama,Production and Industrial Engineering,3,2023,21,75.76,79.61,7.49,7.31,0,0,overdue,6,0
S0302,Devansh Soni,Electrical Engineering,1,2022,20,77.06,76.95,6.57,6.6,0,0,paid,15,0
S0303,Yochana Chopra,Civil Engineering,2,2025,20,55.53,43.49,6.47,6.88,1,1,paid,4,0
S0304,Caleb Verma,Electronics and Communication Engineering,4,2023,19,43.79,30.75,6.92,7.0,0,0,paid,9,0
S0305,Azaan Bhat,Computer Science Engineering,3,2020,20,62.74,41.57,6.58,6.65,0,0,paid,11,0
S0306,Pooja Chokshi,Mathematics and Computing,4,2025,20,96.05,100.0,7.16,7.32,0,0,paid,9,0
S0307,Ethan Buch,Information Technology,1,2022,19,69.8,78.08,6.2,6.38,0,0,paid,7,0
S0308,Dominic Date,Biotechnology,1,2024,19,94.9,100.0,8.24,8.22,0,0,overdue,3,0
S0309,Lakshmi Wali,Production and Industrial Engineering,1,2024,19,63.52,65.35,8.0,7.56,0,0,paid,1,0
S0310,Yashasvi Sani,Electronics and Communication Engineering,3,2025,17,94.87,100.0,5.34,6.09,2,2,paid,2,0
S0311,Tanveer Sani,Mathematics and Computing,4,2021,20,95.67,99.46,4.22,5.37,0,0,paid,11,0
S0312,Odika Nori,Information Technology,1,2022,23,75.43,69.46,8.25,8.36,0,0,paid,3,0
S0313,Mohini Sagar,Chemical Engineering,3,2025,22,56.69,53.34,7.75,8.01,0,0,paid,10,0
S0314,Dhriti Sane,Civil Engineering,2,2020,19,61.64,58.44,7.97,8.52,0,0,paid,7,0
S0315,Kavya Dua,Civil Engineering,2,2024,22,81.55,84.58,3.71,4.32,0,0,overdue,1,1
S0316,Ekalinga Chand,Biotechnology,4,2021,23,77.32,72.27,5.58,6.18,0,0,overdue,12,0
S0317,Girik Sankaran,Biotechnology,1,2020,17,82.08,99.68,7.26,7.36,0,0,paid,6,0
S0318,Kalpit Bhasin,Computer Science Engineering,3,2021,21,95.47,100.0,7.04,7.36,0,0,paid,4,0
S0319,Jason Roy,Biotechnology,3,2024,19,91.14,92.94,4.54,4.02,0,0,paid,4,1
S0320,Charan Mani,Civil Engineering,3,2020,21,76.05,84.88,8.25,7.61,0,0,paid,11,0
S0321,Indira Chawla,Biotechnology,4,2023,21,68.9,65.2,5.26,5.82,1,1,paid,5,0
S0322,Mohammed Subramaniam,Biotechnology,3,2025,18,64.82,62.89,7.79,7.36,0,0,paid,11,0
S0323,Inaya Pillai,Chemical Engineering,1,2020,17,75.97,75.4,6.42,6.34,0,0,overdue,8,0
S0324,Upkaar Sanghvi,Production and Industrial Engineering,3,2021,23,89.16,97.05,8.62,8.47,0,0,paid,3,0
S0325,Amara Balakrishnan,Mechanical Engineering,3,2025,18,58.23,53.93,7.22,6.69,0,0,paid,9,0
S0326,Dayamai Nori,Biotechnology,3,2021,19,47.54,49.72,6.49,6.61,1,1,paid,5,0
S0327,Pratyush Dhar,Mathematics and Computing,4,2022,21,58.42,57.43,8.19,7.94,0,0,overdue,13,0
S0328,Ekaraj Dhar,Information Technology,4,2020,22,97.87,100.0,9.43,8.7,0,0,overdue,0,0
S0329,Gavin Wali,Electronics and Communication Engineering,1,2025,18,84.21,80.66,6.83,6.74,0,0,paid,6,0
S0330,Oni Setty,Computer Science Engineering,2,2023,19,68.83,66.12,3.71,3.81,0,0,paid,12,1
S0331,Kala Muni,Mathematics and Computing,1,2023,22,81.21,70.56,7.05,7.11,1,1,paid,4,0
S0332,Frado Ben,Civil Engineering,4,2022,18,89.9,100.0,7.09,6.69,0,0,paid,3,0
S0333,Chandran Bumb,Civil Engineering,4,2024,19,65.68,55.89,6.42,6.56,0,0,paid,6,0
S0334,Panini Sunder,Computer Science Engineering,2,2020,21,86.43,85.54,7.29,7.22,0,0,paid,10,0
S0335,Oeshi Mahajan,Information Technology,3,2024,18,50.43,46.47,4.9,5.09,0,0,paid,4,1
S0336,Hemani Sani,Mechanical Engineering,4,2024,17,96.78,100.0,5.57,5.78,0,0,paid,8,0
S0337,Vidhi Vyas,Biotechnology,2,2020,22,96.04,100.0,6.28,6.73,0,0,paid,1,0
S0338,Chakradev Kannan,Civil Engineering,3,2020,20,76.4,89.56,7.17,6.87,2,2,paid,2,0
S0339,Abhimanyu Jayaraman,Mechanical Engineering,2,2022,19,72.13,73.85,6.88,6.9,0,0,overdue,9,0
S0340,Laksh Kumer,Electronics and Communication Engineering,3,2025,19,92.19,100.0,7.89,7.66,0,0,paid,15,0
S0341,Jagdish Amble,Electronics and Communication Engineering,2,2021,20,78.18,85.63,8.05,8.28,0,0,paid,10,0
S0342,Parth Dayal,Mathematics and Computing,3,2024,20,82.71,98.31,7.18,6.93,1,1,overdue,5,0
S0343,Xiti Pandya,Mathematics and Computing,1,2021,17,84.6,83.28,4.3,4.34,0,1,paid,5,1
S0344,Brijesh Sarin,Production and Industrial Engineering,4,2023,17,91.61,96.08,4.95,5.59,0,0,paid,9,0
S0345,Faras Munshi,Information Technology,4,2022,21,54.57,53.56,9.66,8.89,0,0,paid,2,0
S0346,Nidhi Sahni,Production and Industrial Engineering,2,2021,19,80.21,89.3,5.77,5.97,0,0,paid,5,0
S0347,Nidhi Bail,Computer Science Engineering,1,2024,19,78.28,81.31,6.25,6.28,2,2,paid,6,0
S0348,Triveni Pathak,Civil Engineering,2,2021,17,71.91,66.27,7.75,7.32,1,1,overdue,10,0
S0349,Hitesh Kohli,Information Technology,3,2022,20,82.97,90.71,5.31,5.78,0,0,overdue,4,0
S0350,Farhan Randhawa,Electronics and Communication Engineering,3,2022,23,69.21,59.85,6.66,6.7,0,0,paid,6,0
S0351,Harinakshi Kant,Electronics and Communication Engineering,2,2025,19,89.56,99.75,7.18,7.17,1,1,paid,12,0
S0352,Faraj Uppal,Civil Engineering,1,2024,22,77.37,70.29,7.29,7.41,0,0,paid,7,0
S0353,Yashvi Hari,Mathematics and Computing,3,2020,23,63.22,56.92,7.49,7.72,1,1,overdue,11,0
S0354,Indali Divan,Mathematics and Computing,1,2023,18,85.34,87.13,7.87,7.72,1,1,paid,16,0
S0355,Madhav Kunda,Mechanical Engineering,4,2022,18,64.93,45.0,6.53,6.17,0,0,overdue,7,0
S0356,Michael Borra,Mechanical Engineering,4,2023,18,82.57,78.74,4.79,4.64,0,1,paid,12,1
S0357,Ucchal Sen,Biotechnology,2,2023,22,81.38,92.62,6.98,6.67,0,0,paid,8,0
S0358,Diya Dora,Civil Engineering,3,2025,20,44.61,20.73,4.85,5.65,0,1,paid,11,1
S0359,Upasna Sathe,Information Technology,3,2024,22,70.11,69.89,7.9,7.85,0,0,paid,6,0
S0360,Anvi Bhalla,Electrical Engineering,2,2023,19,92.27,100.0,4.59,4.64,1,2,paid,13,1
S0361,Dayita Shenoy,Chemical Engineering,2,2024,20,48.07,25.28,7.93,7.68,0,0,overdue,16,0
S0362,Dakshesh Pillay,Mathematics and Computing,3,2022,23,66.43,62.4,4.49,4.77,0,1,overdue,3,1
S0363,Faraj Chana,Biotechnology,3,2023,21,65.47,59.55,7.46,7.22,0,0,paid,7,0
S0364,Turvi Barman,Production and Industrial Engineering,4,2023,20,64.71,57.45,6.89,6.95,0,0,paid,6,0
S0365,Ekanta Soni,Computer Science Engineering,1,2022,21,80.46,78.94,7.7,7.66,0,0,paid,7,0
S0366,David Seshadri,Biotechnology,3,2025,17,58.67,52.82,5.81,6.16,0,0,overdue,9,0
S0367,Frado Thaman,Electronics and Communication Engineering,3,2023,22,39.08,21.78,6.22,6.26,0,0,overdue,6,0
S0368,Balveer Kota,Computer Science Engineering,4,2022,22,71.29,64.59,4.2,4.72,1,1,paid,6,1
S0369,Reva Viswanathan,Information Technology,4,2022,21,95.62,99.62,6.38,6.45,0,0,overdue,10,0
S0370,Januja Pradhan,Mathematics and Computing,1,2022,19,99.66,100.0,7.32,7.22,0,0,paid,10,0
S0371,Nilima Nigam,Civil Engineering,3,2022,22,86.22,87.67,6.07,6.22,1,1,paid,1,0
S0372,Gaurika Bhatti,Chemical Engineering,1,2024,19,90.57,85.51,4.87,5.04,0,1,paid,4,0
S0373,Libni Mander,Production and Industrial Engineering,4,2023,19,67.65,70.39,6.76,6.85,0,0,overdue,13,0
S0374,Gauri Bumb,Civil Engineering,3,2021,21,90.93,96.82,5.71,6.01,1,1,overdue,0,0
S0375,Inaya Mukherjee,Mechanical Engineering,3,2025,22,89.42,100.0,8.48,8.0,0,0,paid,2,0
S0376,Kai Chad,Mathematics and Computing,3,2023,19,44.61,21.87,7.29,7.06,0,0,paid,7,0
S0377,Falguni Datta,Information Technology,4,2022,22,95.82,100.0,7.83,7.64,0,0,overdue,10,0
S0378,Pallavi Trivedi,Computer Science Engineering,4,2025,19,62.59,66.24,9.59,9.15,2,2,paid,12,0
S0379,Janani More,Mathematics and Computing,2,2024,18,49.58,34.41,7.12,7.48,0,0,paid,13,0
S0380,Harita Sunder,Production and Industrial Engineering,4,2021,18,64.95,67.41,6.24,6.72,0,0,paid,2,0
S0381,Laksh Dubey,Mathematics and Computing,1,2020,17,84.81,91.75,7.15,7.22,0,0,paid,12,0
S0382,Harrison Tripathi,Electronics and Communication Engineering,4,2023,23,94.64,100.0,6.63,6.53,0,0,paid,11,0
S0383,Gayathri Deep,Biotechnology,1,2024,21,47.74,34.35,6.83,6.92,0,0,paid,12,0
S0384,Mitesh Gaba,Civil Engineering,4,2024,18,91.7,100.0,7.07,6.88,1,1,paid,18,0
S0385,Raksha Bassi,Biotechnology,3,2021,20,73.72,65.14,7.01,6.85,1,1,paid,9,0
S0386,Wazir Sawhney,Mechanical Engineering,4,2025,21,88.18,95.16,9.37,8.42,0,0,paid,1,0
S0387,Saumya Kaur,Mechanical Engineering,2,2024,21,87.45,100.0,7.95,7.39,1,1,overdue,6,0
S0388,Dayamai Singh,Electrical Engineering,4,2022,23,85.35,87.12,6.32,6.63,0,0,paid,11,0
S0389,Jhalak Sastry,Mechanical Engineering,3,2025,20,42.04,16.67,5.14,5.79,0,0,paid,10,0
S0390,Lavanya Thakkar,Chemical Engineering,3,2023,21,97.88,100.0,8.69,7.89,0,0,overdue,6,0
S0391,Neel Iyengar,Computer Science Engineering,3,2022,23,83.92,99.81,6.43,6.33,0,0,paid,17,0
S0392,Zashil Ben,Mechanical Engineering,4,2023,22,57.88,38.12,7.57,7.76,0,0,overdue,10,0
S0393,Kamya Chauhan,Production and Industrial Engineering,3,2022,22,66.58,69.47,7.21,7.47,0,0,paid,6,0
S0394,Bhavani Chacko,Electrical Engineering,2,2024,23,96.75,100.0,4.86,4.85,0,0,paid,11,1
S0395,Anjali Sengupta,Computer Science Engineering,1,2021,21,48.06,32.57,7.66,7.62,1,1,paid,9,0
S0396,Rajeshri Chand,Electronics and Communication Engineering,1,2020,18,90.53,91.27,6.51,6.64,1,1,overdue,4,0
S0397,Ikshita Bala,Chemical Engineering,4,2021,20,47.95,26.18,5.92,6.35,0,0,paid,9,0
S0398,Meghana Thakkar,Civil Engineering,3,2022,19,75.32,76.76,5.75,6.41,0,0,overdue,9,0
S0399,Libni Bumb,Mathematics and Computing,2,2020,19,67.86,62.77,7.66,7.63,0,0,paid,8,0
S0400,Ayaan Nagar,Electronics and Communication Engineering,4,2020,17,81.89,95.09,9.4,9.07,0,0,paid,13,0
S0401,Madhav Devan,Chemical Engineering,4,2020,17,85.94,89.4,6.68,6.77,0,0,paid,3,0
S0402,Urmi Dewan,Computer Science Engineering,1,2022,23,77.35,87.64,6.74,7.03,0,0,paid,13,0
S0403,Saumya Ahluwalia,Mechanical Engineering,4,2022,17,50.29,46.07,6.85,6.92,0,0,paid,8,0
S0404,Aahana Kale,Electronics and Communication Engineering,4,2023,23,86.04,100.0,7.41,6.82,0,0,overdue,7,0
S0405,Pallavi Choudhry,Electronics and Communication Engineering,4,2022,23,73.13,75.11,7.35,7.57,0,0,paid,5,0
S0406,Wazir Mitra,Civil Engineering,3,2020,17,96.5,100.0,7.43,6.47,0,0,overdue,11,0
S0407,William Saini,Mathematics and Computing,4,2021,22,98.92,100.0,5.63,6.59,0,0,paid,10,0
S0408,Dev Choudhry,Chemical Engineering,1,2020,23,88.73,96.99,5.9,5.84,0,0,paid,11,0
S0409,Amol Varma,Electrical Engineering,1,2022,21,68.71,71.71,6.63,6.42,1,1,paid,3,0
S0410,Maanas Manne,Civil Engineering,3,2022,20,94.88,100.0,6.04,6.37,0,0,paid,15,0
S0411,Ira Khosla,Civil Engineering,2,2022,21,42.92,29.67,4.39,4.51,0,1,paid,11,1
S0412,Rachit Chada,Production and Industrial Engineering,3,2023,21,71.77,59.05,6.68,6.39,1,1,paid,1,0
S0413,Ekansh Vora,Civil Engineering,2,2022,21,96.12,100.0,7.35,7.12,0,0,paid,8,0
S0414,Madhavi Singhal,Biotechnology,3,2021,17,67.63,56.12,7.15,7.71,1,1,paid,11,0
S0415,Kashvi Kulkarni,Production and Industrial Engineering,2,2023,22,94.08,98.78,6.81,6.86,1,1,paid,1,0
S0416,Ishanvi Bir,Information Technology,4,2024,19,63.42,66.05,9.11,8.35,0,0,paid,11,0
S0417,Hemang Natarajan,Information Technology,1,2024,18,73.24,74.41,8.26,8.25,0,0,overdue,17,0
S0418,Indira Nigam,Mathematics and Computing,2,2021,23,66.99,53.64,8.6,8.49,0,0,overdue,10,0
S0419,Ucchal Srinivas,Information Technology,2,2023,22,95.57,100.0,8.6,7.8,0,0,paid,9,0
S0420,Krishna Bhatnagar,Biotechnology,1,2024,22,65.67,78.18,7.79,7.71,0,0,paid,9,0
S0421,Balhaar Memon,Mathematics and Computing,1,2023,18,61.6,41.28,7.54,7.6,0,0,paid,5,0
S0422,Ryan Barman,Computer Science Engineering,4,2022,19,80.59,86.48,7.71,7.97,1,1,paid,8,0
S0423,Yutika Rao,Mathematics and Computing,1,2021,23,56.65,37.42,5.47,5.1,0,0,paid,7,0
S0424,Zehaan Bansal,Production and Industrial Engineering,1,2020,23,69.12,59.9,7.54,7.42,0,0,paid,9,0
S0425,Bhavika Parikh,Computer Science Engineering,3,2023,23,72.98,75.42,9.27,8.89,0,0,overdue,11,0
S0426,Garima Mahajan,Chemical Engineering,3,2025,17,71.38,71.24,5.78,5.97,0,0,paid,9,0
S0427,Rajeshri Ratta,Chemical Engineering,1,2023,22,95.51,100.0,7.44,7.47,0,0,paid,10,0
S0428,Libni Nori,Electronics and Communication Engineering,3,2024,18,73.65,63.9,8.36,8.09,0,0,overdue,4,0
S0429,Widisha Pillai,Production and Industrial Engineering,2,2023,23,74.45,67.73,6.79,6.62,2,2,paid,10,0
S0430,Fitan Samra,Computer Science Engineering,3,2020,17,77.53,77.01,8.53,8.16,1,1,paid,15,0
S0431,Pranit Memon,Production and Industrial Engineering,4,2023,19,63.37,48.54,7.48,7.38,1,1,paid,8,0
S0432,Fariq Narang,Electronics and Communication Engineering,3,2022,22,87.08,97.49,7.12,6.84,0,0,overdue,13,0
S0433,Damini Sehgal,Computer Science Engineering,4,2020,21,59.2,42.62,7.69,7.2,2,2,overdue,5,0
S0434,Ojas Sawhney,Electrical Engineering,2,2020,19,49.78,43.01,5.29,5.18,0,0,paid,19,0
S0435,Brijesh Pandit,Mathematics and Computing,1,2023,21,90.67,100.0,7.46,7.46,1,1,paid,8,0
S0436,Anvi Bhandari,Electrical Engineering,2,2023,17,51.88,35.18,6.31,6.48,0,0,overdue,8,0
S0437,Januja Varghese,Production and Industrial Engineering,3,2021,23,52.09,38.75,6.91,6.67,0,0,overdue,17,0
S0438,Azaan Dhar,Civil Engineering,3,2024,23,73.34,68.69,7.59,7.41,1,1,overdue,4,0
S0439,Bakhshi Date,Production and Industrial Engineering,2,2025,17,65.06,70.75,7.13,7.33,0,0,paid,11,0
S0440,Jeevika Pathak,Mathematics and Computing,2,2024,20,63.3,47.79,6.2,6.51,0,0,paid,9,0
S0441,Mitesh Sengupta,Computer Science Engineering,3,2023,19,66.18,66.39,7.36,6.77,0,0,paid,9,0
S0442,Sachi Bose,Civil Engineering,4,2024,21,76.36,73.99,10.0,8.52,0,0,paid,8,0
S0443,Jeevika Rao,Production and Industrial Engineering,4,2021,19,84.17,80.54,7.2,7.25,1,1,paid,4,0
S0444,Zaid Comar,Electronics and Communication Engineering,4,2025,17,92.17,100.0,7.41,7.16,0,0,paid,4,0
S0445,Xalak Vasa,Production and Industrial Engineering,2,2023,20,68.56,64.07,7.15,6.85,1,1,paid,0,0
S0446,Adweta Lad,Information Technology,4,2022,22,66.91,57.26,8.17,7.18,1,1,paid,4,0
S0447,Tanish Mangal,Electrical Engineering,1,2025,22,90.38,97.93,5.59,5.65,0,0,paid,6,0
S0448,Ryan Das,Computer Science Engineering,1,2024,18,88.07,91.45,7.23,7.28,0,0,overdue,4,0
S0449,Siya Gera,Production and Industrial Engineering,2,2025,22,57.24,38.38,6.78,6.76,0,0,overdue,4,0
S0450,Gagan Nagarajan,Mechanical Engineering,1,2022,22,64.81,65.28,6.42,6.56,0,0,paid,10,0
S0451,Dhruv Mannan,Information Technology,4,2025,19,60.78,60.91,6.99,7.05,0,0,paid,7,0
S0452,Owen Pathak,Electrical Engineering,4,2025,21,41.37,19.13,7.65,7.58,0,0,paid,0,0
S0453,Jairaj Iyer,Chemical Engineering,4,2022,23,61.49,65.01,7.05,7.36,0,0,paid,1,0
S0454,Warjas Tak,Civil Engineering,4,2022,17,72.41,72.75,5.72,6.44,0,0,overdue,14,0
S0455,Jyoti Sibal,Biotechnology,3,2025,23,91.19,97.66,7.65,7.44,1,1,paid,7,0
S0456,Gabriel Bhatti,Computer Science Engineering,2,2023,19,95.44,99.42,7.49,7.29,3,3,paid,7,1
S0457,Varenya Vora,Mathematics and Computing,4,2024,20,75.82,81.94,6.15,6.15,0,0,paid,8,0
S0458,Ethan Dass,Chemical Engineering,2,2021,19,62.92,56.69,5.54,5.91,0,0,paid,12,0
S0459,Shivani Shukla,Civil Engineering,3,2025,22,97.11,100.0,7.44,7.73,1,1,paid,3,0
S0460,Kabir Gopal,Biotechnology,4,2025,23,90.04,93.01,7.42,7.35,0,0,overdue,10,0
S0461,Rachita Thakkar,Electronics and Communication Engineering,4,2021,23,68.37,60.61,8.53,8.34,0,0,overdue,4,0
S0462,Jeet Vasa,Computer Science Engineering,1,2025,18,74.16,70.46,8.53,8.81,1,1,paid,2,0
S0463,Nitesh Edwin,Computer Science Engineering,1,2025,19,61.38,57.59,7.26,7.21,1,1,overdue,4,0
S0464,Hiral Venkataraman,Information Technology,2,2021,19,61.68,48.56,4.52,4.57,0,0,paid,6,1
S0465,Zashil Hegde,Mathematics and Computing,4,2024,22,93.5,100.0,7.66,7.92,0,0,paid,15,0
S0466,Jeremiah Mitter,Production and Industrial Engineering,4,2024,21,74.69,71.8,6.36,5.79,0,0,paid,5,0
S0467,Yadavi Ganguly,Production and Industrial Engineering,3,2022,21,97.66,97.01,3.88,4.18,0,0,paid,6,1
S0468,Onveer Nazareth,Information Technology,1,2021,23,73.0,68.35,6.96,7.0,0,0,paid,9,0
S0469,Ayush Bumb,Production and Industrial Engineering,3,2024,17,93.43,100.0,6.37,6.44,0,0,paid,4,0
S0470,Shivansh Saha,Information Technology,3,2023,21,58.08,42.4,7.99,7.5,0,0,paid,11,0
S0471,Widisha Mann,Electrical Engineering,3,2021,22,83.27,86.96,6.43,6.74,0,0,overdue,11,0
S0472,Vasudha Konda,Computer Science Engineering,1,2025,23,92.81,96.63,6.34,6.2,0,0,paid,15,0
S0473,Chameli Setty,Computer Science Engineering,1,2023,17,74.12,72.18,6.47,6.62,0,0,paid,6,0
S0474,Nakul Sarraf,Civil Engineering,1,2023,20,72.09,81.4,7.76,7.4,1,1,overdue,11,0
S0475,Ucchal Jani,Electrical Engineering,4,2021,19,98.16,100.0,8.13,7.88,1,1,overdue,8,0
S0476,Dhriti Nagar,Mechanical Engineering,1,2025,22,45.36,20.58,8.01,8.04,0,0,overdue,5,0
S0477,Mohini De,Electrical Engineering,2,2020,23,96.69,96.26,7.64,7.74,0,0,paid,13,0
S0478,Yutika Cherian,Information Technology,3,2023,19,61.48,55.63,7.65,7.75,0,0,paid,4,0
S0479,Unnati Das,Production and Industrial Engineering,3,2023,19,59.84,53.17,7.66,7.32,0,0,paid,8,0
S0480,Yug Dhaliwal,Information Technology,3,2025,17,91.82,100.0,5.44,4.51,0,0,paid,21,1
S0481,Bina Rajagopalan,Civil Engineering,4,2020,23,51.51,39.74,7.04,7.2,0,0,paid,4,0
S0482,Yuvraj Dutta,Mechanical Engineering,4,2025,23,83.5,92.37,7.18,7.21,0,0,paid,11,0
S0483,Dhriti Gupta,Chemical Engineering,2,2023,23,96.43,100.0,7.25,7.25,0,0,paid,8,0
S0484,Wishi Varma,Mathematics and Computing,3,2020,20,90.31,100.0,7.69,7.46,2,2,paid,6,0
S0485,Darika Tank,Mechanical Engineering,2,2020,17,58.83,51.36,6.39,6.54,0,0,overdue,5,0
S0486,Maya Tiwari,Chemical Engineering,3,2021,20,72.75,80.07,7.86,7.75,0,0,paid,8,0
S0487,Tanveer Pandit,Biotechnology,3,2022,17,78.7,76.87,6.36,6.82,0,0,paid,9,0
S0488,Baghyawati Talwar,Electronics and Communication Engineering,4,2020,21,68.79,52.83,8.47,7.78,0,0,paid,4,0
